date,matchday,home_team,away_team,home_score_full_time,away_score_full_time,home_score_half_time,away_score_half_time,goal_diff,winner,defeat,ref
2023-11-26T14:00:00Z,13,Nantes,Le Havre,0,0,0,0,0,DRAW,DRAW,Miguel Nogueira
2023-11-26T14:00:00Z,13,Montpellier,Brest,1,3,0,1,2,Brest,Montpellier,Pierre Gaillouste
2023-11-26T16:05:00Z,13,Stade Rennais,Stade de Reims,3,1,1,1,2,Stade Rennais,Stade de Reims,Ruddy Buquet
2023-11-26T19:45:00Z,13,Olympique Lyon,Lille,0,2,0,2,2,Lille,Olympique Lyon,Eric Wattellier
2023-11-29T18:00:00Z,8,Montpellier,Clermont Foot,1,1,0,1,0,DRAW,DRAW,Mathieu Vernice
2023-12-01T20:00:00Z,14,Stade de Reims,Strasbourg,2,1,2,0,1,Stade de Reims,Strasbourg,Hakim Ben El Hadj Salem
2023-12-02T16:00:00Z,14,RC Lens,Olympique Lyon,3,2,1,1,1,RC Lens,Olympique Lyon,Clément Turpin
2023-12-02T20:00:00Z,14,Nantes,Nice,1,0,1,0,1,Nantes,Nice,Ruddy Buquet
2023-12-03T12:00:00Z,14,Le Havre,PSG,0,2,0,1,2,PSG,Le Havre,Bastien Dechepy
2023-12-03T14:00:00Z,14,Monaco,Montpellier,2,0,1,0,2,Monaco,Montpellier,Jeremy Stinat
2023-12-03T14:00:00Z,14,Toulouse,Lorient,1,1,0,0,0,DRAW,DRAW,Thomas Léonard
2023-12-03T14:00:00Z,14,Brest,Clermont Foot,3,0,2,0,3,Brest,Clermont Foot,Marc Bollengier
2023-12-03T16:05:00Z,14,Lille,FC Metz,2,0,2,0,2,Lille,FC Metz,Gaël Angoula
2023-12-03T19:45:00Z,14,Marseille,Stade Rennais,2,0,1,0,2,Marseille,Stade Rennais,Willy Delajod
2023-12-06T20:00:00Z,10,Marseille,Olympique Lyon,3,0,2,0,3,Marseille,Olympique Lyon,François Letexier
2023-12-07T19:30:00Z,12,Brest,Strasbourg,1,1,1,0,0,DRAW,DRAW,Jérémie Pignard
2023-12-08T20:00:00Z,15,Montpellier,RC Lens,0,0,0,0,0,DRAW,DRAW,Stéphanie Frappart
2023-12-09T16:00:00Z,15,Stade Rennais,Monaco,1,2,0,0,1,Monaco,Stade Rennais,Clément Turpin
2023-12-09T20:00:00Z,15,PSG,Nantes,2,1,1,0,1,PSG,Nantes,Jérôme Brisard
2023-12-10T12:00:00Z,15,Nice,Stade de Reims,2,1,0,0,1,Nice,Stade de Reims,Benoît Bastien
2023-12-10T14:00:00Z,15,Clermont Foot,Lille,0,0,0,0,0,DRAW,DRAW,Florent Batta
2023-12-10T14:00:00Z,15,FC Metz,Brest,0,1,0,0,1,Brest,FC Metz,Romain Lissorgue
2023-12-10T14:00:00Z,15,Strasbourg,Le Havre,2,1,1,0,1,Strasbourg,Le Havre,Benoît Millot
2023-12-10T16:05:00Z,15,Olympique Lyon,Toulouse,3,0,2,0,3,Olympique Lyon,Toulouse,Pierre Gaillouste
2023-12-10T19:45:00Z,15,Lorient,Marseille,2,4,1,4,2,Marseille,Lorient,Eric Wattellier
2023-12-15T20:00:00Z,16,Monaco,Olympique Lyon,0,1,0,0,1,Olympique Lyon,Monaco,Ruddy Buquet
2023-12-16T16:00:00Z,16,Le Havre,Nice,3,1,2,0,2,Le Havre,Nice,Jérémie Pignard
2023-12-16T20:00:00Z,16,RC Lens,Stade de Reims,2,0,1,0,2,RC Lens,Stade de Reims,François Letexier
2023-12-17T12:00:00Z,16,Nantes,Brest,0,2,0,0,2,Brest,Nantes,Benoît Millot
2023-12-17T14:00:00Z,16,Lorient,Strasbourg,1,2,0,1,1,Strasbourg,Lorient,Bastien Dechepy
2023-12-17T14:00:00Z,16,FC Metz,Montpellier,0,1,0,1,1,Montpellier,FC Metz,Marc Bollengier
2023-12-17T14:00:00Z,16,Toulouse,Stade Rennais,0,0,0,0,0,DRAW,DRAW,Jeremy Stinat
2023-12-17T16:05:00Z,16,Marseille,Clermont Foot,2,1,2,0,1,Marseille,Clermont Foot,Gaël Angoula
2023-12-17T19:45:00Z,16,Lille,PSG,1,1,0,0,0,DRAW,DRAW,Willy Delajod
2023-12-20T20:00:00Z,17,Clermont Foot,Stade Rennais,1,3,1,0,2,Stade Rennais,Clermont Foot,Eric Wattellier
2023-12-20T20:00:00Z,17,Toulouse,Monaco,1,2,1,2,1,Monaco,Toulouse,Jérôme Brisard
2023-12-20T20:00:00Z,17,Montpellier,Marseille,1,1,1,0,0,DRAW,DRAW,Thomas Léonard
2023-12-20T20:00:00Z,17,Nice,RC Lens,2,0,0,0,2,Nice,RC Lens,Hakim Ben El Hadj Salem
2023-12-20T20:00:00Z,17,Olympique Lyon,Nantes,1,0,0,0,1,Olympique Lyon,Nantes,Benoît Bastien
2023-12-20T20:00:00Z,17,PSG,FC Metz,3,1,0,0,2,PSG,FC Metz,Ruddy Buquet
2023-12-20T20:00:00Z,17,Strasbourg,Lille,2,1,1,1,1,Strasbourg,Lille,Clément Turpin
2023-12-20T20:00:00Z,17,Brest,Lorient,4,0,4,0,4,Brest,Lorient,Mathieu Vernice
2023-12-20T20:00:00Z,17,Stade de Reims,Le Havre,1,0,1,0,1,Stade de Reims,Le Havre,Stéphanie Frappart
2024-01-12T20:00:00Z,18,Marseille,Strasbourg,1,1,1,0,0,DRAW,DRAW,Marc Bollengier
2024-01-13T16:00:00Z,18,Monaco,Stade de Reims,1,3,0,1,2,Stade de Reims,Monaco,François Letexier
2024-01-13T20:00:00Z,18,Stade Rennais,Nice,2,0,1,0,2,Stade Rennais,Nice,Bastien Dechepy
2024-01-14T12:00:00Z,18,Lille,Lorient,3,0,1,0,3,Lille,Lorient,Pierre Gaillouste
2024-01-14T14:00:00Z,18,FC Metz,Toulouse,0,1,0,1,1,Toulouse,FC Metz,Florent Batta
2024-01-14T14:00:00Z,18,Nantes,Clermont Foot,1,2,0,1,1,Clermont Foot,Nantes,Romain Lissorgue
2024-01-14T14:00:00Z,18,Brest,Montpellier,2,0,0,0,2,Brest,Montpellier,Jérémie Pignard
2024-01-14T16:05:00Z,18,Le Havre,Olympique Lyon,3,1,1,0,2,Le Havre,Olympique Lyon,Gaël Angoula
2024-01-14T19:45:00Z,18,RC Lens,PSG,0,2,0,1,2,PSG,RC Lens,Jérôme Brisard
2024-01-26T20:00:00Z,19,Olympique Lyon,Stade Rennais,2,3,0,3,1,Stade Rennais,Olympique Lyon,Thomas Léonard
2024-01-27T16:00:00Z,19,Nice,FC Metz,1,0,0,0,1,Nice,FC Metz,Stéphanie Frappart
2024-01-27T20:00:00Z,19,Marseille,Monaco,2,2,1,2,0,DRAW,DRAW,Willy Delajod
2024-01-28T12:00:00Z,19,Montpellier,Lille,0,0,0,0,0,DRAW,DRAW,Hakim Ben El Hadj Salem
2024-01-28T14:00:00Z,19,Clermont Foot,Strasbourg,1,1,0,1,0,DRAW,DRAW,Benoît Millot
2024-01-28T14:00:00Z,19,Lorient,Le Havre,3,3,1,1,0,DRAW,DRAW,Jeremy Stinat
2024-01-28T14:00:00Z,19,Stade de Reims,Nantes,0,0,0,0,0,DRAW,DRAW,Jérémie Pignard
2024-01-28T16:05:00Z,19,Toulouse,RC Lens,0,2,0,1,2,RC Lens,Toulouse,Mathieu Vernice
2024-01-28T19:45:00Z,19,PSG,Brest,2,2,2,0,0,DRAW,DRAW,Clément Turpin
2024-02-02T20:00:00Z,20,Strasbourg,PSG,1,2,0,1,1,PSG,Strasbourg,Ruddy Buquet
2024-02-03T16:00:00Z,20,Stade Rennais,Montpellier,2,1,1,0,1,Stade Rennais,Montpellier,Mathieu Vernice
2024-02-03T20:00:00Z,20,Nantes,RC Lens,0,1,0,0,1,RC Lens,Nantes,Florent Batta
2024-02-04T12:00:00Z,20,Monaco,Le Havre,1,1,0,0,0,DRAW,DRAW,Jérôme Brisard
2024-02-04T14:00:00Z,20,Lille,Clermont Foot,4,0,4,0,4,Lille,Clermont Foot,Bastien Dechepy
2024-02-04T14:00:00Z,20,Stade de Reims,Toulouse,2,3,0,3,1,Toulouse,Stade de Reims,Pierre Gaillouste
2024-02-04T14:00:00Z,20,FC Metz,Lorient,1,2,1,1,1,Lorient,FC Metz,Romain Lissorgue
2024-02-04T16:05:00Z,20,Brest,Nice,0,0,0,0,0,DRAW,DRAW,Willy Delajod
2024-02-04T19:45:00Z,20,Olympique Lyon,Marseille,1,0,1,0,1,Olympique Lyon,Marseille,Benoît Bastien
2024-02-09T20:00:00Z,21,Marseille,FC Metz,1,1,0,0,0,DRAW,DRAW,Hakim Ben El Hadj Salem
2024-02-10T16:00:00Z,21,RC Lens,Strasbourg,3,1,2,1,2,RC Lens,Strasbourg,Willy Delajod
2024-02-10T20:00:00Z,21,PSG,Lille,3,1,2,1,2,PSG,Lille,François Letexier
2024-02-11T12:00:00Z,21,Le Havre,Stade Rennais,0,1,0,0,1,Stade Rennais,Le Havre,Benoît Millot
2024-02-11T14:00:00Z,21,Clermont Foot,Brest,1,1,0,0,0,DRAW,DRAW,Stéphanie Frappart
2024-02-11T14:00:00Z,21,Lorient,Stade de Reims,2,0,0,0,2,Lorient,Stade de Reims,Marc Bollengier
2024-02-11T14:00:00Z,21,Toulouse,Nantes,1,2,0,1,1,Nantes,Toulouse,Gaël Angoula
2024-02-11T16:05:00Z,21,Montpellier,Olympique Lyon,1,2,1,0,1,Olympique Lyon,Montpellier,Pierre Gaillouste
2024-02-11T19:45:00Z,21,Nice,Monaco,2,3,1,1,1,Monaco,Nice,Eric Wattellier
2024-02-16T20:00:00Z,22,Olympique Lyon,Nice,1,0,1,0,1,Olympique Lyon,Nice,Clément Turpin
2024-02-17T16:00:00Z,22,Lille,Le Havre,3,0,2,0,3,Lille,Le Havre,Jérémie Pignard
2024-02-17T20:00:00Z,22,Nantes,PSG,0,2,0,0,2,PSG,Nantes,Jérôme Brisard
2024-02-18T12:00:00Z,22,Strasbourg,Lorient,1,3,0,2,2,Lorient,Strasbourg,Thomas Léonard
2024-02-18T14:00:00Z,22,Monaco,Toulouse,1,2,0,1,1,Toulouse,Monaco,Benoît Bastien
2024-02-18T14:00:00Z,22,Montpellier,FC Metz,3,0,1,0,3,Montpellier,FC Metz,Jeremy Stinat
